zip,city,county,median_household_income,population,feature,area,density,nml_dens,nml_inc,color_key
20011,"Washington, DC ",District Of Columbia ,65327.0,54799,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-77.04993999999999, 38.944295], [-77.04614699999999, 38.945507], [-77.044194, 38.947855], [-77.047073, 38.948299], [-77.047152, 38.949707], [-77.042394, 38.954536999999995], [-77.04222899999999, 38.958067], [-77.04063400000001, 38.959686], [-77.043521, 38.961365], [-77.041011, 38.962751], [-77.03641999999999, 38.962592], [-77.036417, 38.965424], [-77.038975, 38.964653999999996], [-77.03878, 38.968751999999995], [-77.036374, 38.968751], [-77.03642599999999, 38.966863000000004], [-77.01989499999999, 38.967287999999996], [-77.019899, 38.966135], [-77.016168, 38.966131], [-77.016173, 38.967286], [-77.013683, 38.967287999999996], [-77.013736, 38.968179], [-77.0048404767482, 38.9673082139166], [-77.0025892201687, 38.9654839197919], [-76.99736449021349, 38.9614420060775], [-76.9878703359319, 38.9541034116156], [-77.001721, 38.950877999999996], [-77.000266, 38.946962], [-77.004852, 38.945685999999995], [-77.001559, 38.942862999999996], [-77.004385, 38.942864], [-77.00483299999999, 38.940762], [-77.008034, 38.942381], [-77.01146899999999, 38.944369], [-77.015266, 38.93976], [-77.019033, 38.93739800000001], [-77.02308599999999, 38.936622], [-77.023141, 38.937649], [-77.033808, 38.937618], [-77.03558, 38.938665], [-77.050581, 38.933268], [-77.048104, 38.935162], [-77.04821, 38.937180999999995], [-77.052207, 38.938092999999995], [-77.04993999999999, 38.944295]]]}, 'properties': {'ZCTA5CE10': '20011', 'AFFGEOID10': '8600000US20011', 'GEOID10': '20011', 'ALAND10': 12622333, 'AWATER10': 106750}}",12.650795916211111,4331.664218041721,1.0,0.19186378003753135,#0031e6
20012,"Washington, DC ",District Of Columbia ,87824.0,12565,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-77.04654125107439, 38.990942893929], [-77.040999, 38.995110000000004], [-77.0266962184868, 38.984380694753504], [-77.0048404767482, 38.9673082139166], [-77.013736, 38.968179], [-77.013683, 38.967287999999996], [-77.016173, 38.967286], [-77.016168, 38.966131], [-77.019899, 38.966135], [-77.01989499999999, 38.967287999999996], [-77.03642599999999, 38.966863000000004], [-77.036374, 38.968751], [-77.03878, 38.968751999999995], [-77.038975, 38.964653999999996], [-77.036417, 38.965424], [-77.03641999999999, 38.962592], [-77.041011, 38.962751], [-77.043521, 38.961365], [-77.047631, 38.964766999999995], [-77.044654, 38.970768], [-77.040156, 38.971857], [-77.04015299999999, 38.976399], [-77.043956, 38.978269999999995], [-77.044735, 38.979925], [-77.040779, 38.980875999999995], [-77.040146, 38.982504], [-77.05166250431029, 38.9870923275862], [-77.04654125107439, 38.990942893929]], [[-77.034018, 38.97372], [-77.036371, 38.972269], [-77.02696999999999, 38.973607], [-77.026433, 38.977982], [-77.03184399999999, 38.977987999999996], [-77.031831, 38.975805], [-77.033419, 38.975809999999996], [-77.034018, 38.97372]]]}, 'properties': {'ZCTA5CE10': '20012', 'AFFGEOID10': '8600000US20012', 'GEOID10': '20012', 'ALAND10': 5863171, 'AWATER10': 67558}}",5.8614715670766495,2143.659634992765,0.22585966713102135,0.3163980979689896,#0050d7
20015,"Washington, DC ",District Of Columbia ,158401.0,12349,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-77.0907389871449, 38.9570950640482], [-77.05166250431029, 38.9870923275862], [-77.040146, 38.982504], [-77.040779, 38.980875999999995], [-77.044735, 38.979925], [-77.043956, 38.978269999999995], [-77.04015299999999, 38.976399], [-77.040156, 38.971857], [-77.044654, 38.970768], [-77.047631, 38.964766999999995], [-77.043521, 38.961365], [-77.04063400000001, 38.959686], [-77.04222899999999, 38.958067], [-77.042394, 38.954536999999995], [-77.047152, 38.949707], [-77.047073, 38.948299], [-77.044194, 38.947855], [-77.04614699999999, 38.945507], [-77.04993999999999, 38.944295], [-77.05321099999999, 38.951640999999995], [-77.057355, 38.954347999999996], [-77.059144, 38.957519999999995], [-77.066037, 38.958618], [-77.06823399999999, 38.956728999999996], [-77.0693, 38.957339], [-77.068463, 38.958312], [-77.07018400000001, 38.95838], [-77.071671, 38.956558], [-77.074107, 38.956589], [-77.0907389871449, 38.9570950640482]], [[-77.057028, 38.970586], [-77.05349, 38.971027], [-77.053271, 38.972423], [-77.05571400000001, 38.972446999999995], [-77.057028, 38.970586]]]}, 'properties': {'ZCTA5CE10': '20015', 'AFFGEOID10': '8600000US20015', 'GEOID10': '20015', 'ALAND10': 8930808, 'AWATER10': 12516}}",8.96753168797124,1377.0790480243916,0.22190043258303394,0.707083903038489,#00b5a4
20016,"Washington, DC ",District Of Columbia ,140545.0,29230,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-77.119759, 38.934343], [-77.0909945512546, 38.9568985872455], [-77.0907389871449, 38.9570950640482], [-77.074107, 38.956589], [-77.07152599999999, 38.952172999999995], [-77.072423, 38.938154999999995], [-77.070582, 38.939088999999996], [-77.066389, 38.938151], [-77.066384, 38.927527], [-77.077366, 38.927526], [-77.078964, 38.926286999999995], [-77.080942, 38.92821], [-77.081514, 38.926154], [-77.08261700000001, 38.927864], [-77.093721, 38.927299], [-77.094532, 38.925788], [-77.096504, 38.925823], [-77.098579, 38.921149], [-77.10063099999999, 38.919731], [-77.10154299999999, 38.920429], [-77.101911, 38.918614999999996], [-77.10500272508, 38.9163375156884], [-77.1063, 38.919111], [-77.1168162618117, 38.9294932433392], [-77.119759, 38.934343]]]}, 'properties': {'ZCTA5CE10': '20016', 'AFFGEOID10': '8600000US20016', 'GEOID10': '20016', 'ALAND10': 11493912, 'AWATER10': 405987}}",11.945848418213798,2446.8751801197404,0.5313256103819928,0.6082402891795692,#009bb2
20017,"Washington, DC ",District Of Columbia ,76502.0,16815,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-77.006976, 38.93121], [-77.006084, 38.934273], [-77.008034, 38.942381], [-77.00483299999999, 38.940762], [-77.004385, 38.942864], [-77.001559, 38.942862999999996], [-77.004852, 38.945685999999995], [-77.000266, 38.946962], [-77.001721, 38.950877999999996], [-76.9878703359319, 38.9541034116156], [-76.978434328903, 38.9468097626111], [-76.97782630314249, 38.9463397834696], [-76.980381, 38.943214999999995], [-76.980206, 38.94072], [-76.981991, 38.94072], [-76.980431, 38.939237], [-76.984085, 38.939271], [-76.982324, 38.928019], [-76.98404, 38.927932], [-76.98389, 38.926071], [-76.988001, 38.923866], [-76.988114, 38.925582], [-76.99465, 38.925582], [-76.99513, 38.923795999999996], [-76.995638, 38.925363], [-76.996203, 38.922331], [-77.000569, 38.92237], [-77.00057, 38.925591], [-77.008939, 38.926677999999995], [-77.006976, 38.93121]], [[-77.001303, 38.931812], [-76.994723, 38.934323000000006], [-76.997546, 38.940732], [-77.00298300000001, 38.940743], [-77.001303, 38.931812]]]}, 'properties': {'ZCTA5CE10': '20017', 'AFFGEOID10': '8600000US20017', 'GEOID10': '20017', 'ALAND10': 5724414, 'AWATER10': 746}}",5.686479876572814,2957.0138934764395,0.303761272820588,0.2537240726491705,#0040df
20018,"Washington, DC ",District Of Columbia ,63764.0,16617,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-76.99513, 38.923795999999996], [-76.99465, 38.925582], [-76.988114, 38.925582], [-76.988001, 38.923866], [-76.98389, 38.926071], [-76.98404, 38.927932], [-76.982324, 38.928019], [-76.984085, 38.939271], [-76.980431, 38.939237], [-76.981991, 38.94072], [-76.980206, 38.94072], [-76.980381, 38.943214999999995], [-76.97782630314249, 38.9463397834696], [-76.9587486606847, 38.9315935430849], [-76.9419210679896, 38.918586499498396], [-76.94385799999999, 38.916871], [-76.97837899999999, 38.918607], [-77.00134100000001, 38.910437], [-76.99513, 38.923795999999996]]]}, 'properties': {'ZCTA5CE10': '20018', 'AFFGEOID10': '8600000US20018', 'GEOID10': '20018', 'ALAND10': 7813169, 'AWATER10': 32774}}",7.921957445376178,2097.587637219495,0.3001319744849329,0.1832116424668833,#002ee8
20019,"Washington, DC ",District Of Columbia ,35487.0,47261,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-76.96336699999999, 38.889866999999995], [-76.961862, 38.8953], [-76.962218, 38.899497], [-76.954459, 38.910959999999996], [-76.95357299999999, 38.914381999999996], [-76.945951, 38.915251999999995], [-76.94385799999999, 38.916871], [-76.9419210679896, 38.918586499498396], [-76.9419204562069, 38.918586026615294], [-76.93952412545369, 38.9167337605711], [-76.909395, 38.892812], [-76.9400122493246, 38.8688946121353], [-76.94868, 38.872875], [-76.948578, 38.871929], [-76.95684299999999, 38.87262], [-76.96018, 38.874586], [-76.966422, 38.872932999999996], [-76.96642, 38.874611], [-76.972917, 38.874582000000004], [-76.97803100000002, 38.876881], [-76.973299, 38.878389999999996], [-76.96336699999999, 38.889866999999995]]]}, 'properties': {'ZCTA5CE10': '20019', 'AFFGEOID10': '8600000US20019', 'GEOID10': '20019', 'ALAND10': 16230019, 'AWATER10': 537698}}",16.888803581302856,2798.36281904074,0.8618300461910697,0.026681575873655543,#0006fc
20020,"Washington, DC ",District Of Columbia ,34508.0,41842,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[-77.00545699999999, 38.868707], [-77.00341499999999, 38.870878], [-76.99246000000001, 38.870129], [-76.97803100000002, 38.876881], [-76.972917, 38.874582000000004], [-76.96642, 38.874611], [-76.966422, 38.872932999999996], [-76.96018, 38.874586], [-76.95684299999999, 38.87262], [-76.948578, 38.871929], [-76.94868, 38.872875], [-76.9400122493246, 38.8688946121353], [-76.94670196738439, 38.8636564003058], [-76.9581401027746, 38.8549465208545], [-76.9728438537977, 38.8431497825041], [-76.97890699999999, 38.842191], [-76.981332, 38.8466], [-76.980549, 38.847587], [-76.98923099999999, 38.844564999999996], [-76.985047, 38.848963999999995], [-76.99607499999999, 38.856066999999996], [-76.998564, 38.852258], [-77.003242, 38.851516], [-77.004234, 38.853204], [-77.002659, 38.860295], [-77.003446, 38.860689], [-77.001741, 38.864871], [-77.002397, 38.867475000000006], [-77.003694, 38.868012], [-77.00545699999999, 38.868707]]]}, 'properties': {'ZCTA5CE10': '20020', 'AFFGEOID10': '8600000US20020', 'GEOID10': '20020', 'ALAND10': 11944740, 'AWATER10': 342579}}",12.24833379050282,3416.138122594575,0.7625009164894787,0.021262226749110155,#0005fc
20024,"Washington, DC ",District Of Columbia ,75696.0,11342,"{'type': 'Feature', 'geometry': {'type': 'MultiPolygon', 'coordinates': [[[[-77.04884899999999, 38.892102], [-77.04667599999999, 38.892101], [-77.044938, 38.892101], [-77.041731, 38.8921], [-77.039481, 38.8921], [-77.033653, 38.892089999999996], [-77.031964, 38.892092999999996], [-77.0219, 38.892078], [-77.021906, 38.888738], [-77.017561, 38.888796], [-77.017568, 38.890595999999995], [-77.015181, 38.891448], [-77.012227, 38.890834], [-77.01203199999999, 38.888926], [-77.00906499999999, 38.887588], [-77.009061, 38.885065000000004], [-77.013483, 38.886269], [-77.012231, 38.88299], [-77.009109, 38.882079], [-77.009085, 38.872032], [-77.01065, 38.872034], [-77.010125, 38.867284], [-77.010897, 38.864684], [-77.01366999999999, 38.864623], [-77.013678, 38.863527], [-77.010915, 38.864245], [-77.007418, 38.869505], [-77.00545699999999, 38.868707], [-77.003694, 38.868012], [-77.007676, 38.862235], [-77.015391, 38.857363], [-77.01897199999999, 38.850432], [-77.019111, 38.850176999999995], [-77.031519, 38.872323], [-77.052578, 38.888393], [-77.05588800000001, 38.892880999999996], [-77.04884899999999, 38.892102]], [[-77.02807299999999, 38.887564999999995], [-77.032033, 38.887394], [-77.032011, 38.884972], [-77.029617, 38.88497600000001], [-77.02807299999999, 38.887564999999995]], [[-77.02605799999999, 38.884848000000005], [-77.02606399999999, 38.88249], [-77.02399400000002, 38.882546], [-77.02402099999999, 38.884845], [-77.02605799999999, 38.884848000000005]], [[-77.020174, 38.868957], [-77.020162, 38.85733], [-77.015678, 38.859865], [-77.014341, 38.872035], [-77.02105000000002, 38.871559999999995], [-77.020174, 38.868957]], [[-77.015202, 38.886047], [-77.01520099999999, 38.885072], [-77.013661, 38.885059], [-77.013655, 38.886049], [-77.015202, 38.886047]], [[-77.024016, 38.887566], [-77.024028, 38.886334], [-77.021912, 38.886322], [-77.019907, 38.887567], [-77.02191599999999, 38.887563], [-77.024016, 38.887566]], [[-77.02807299999999, 38.887564999999995], [-77.024016, 38.887566], [-77.023747, 38.888708], [-77.025729, 38.889057], [-77.028069, 38.888649], [-77.02807299999999, 38.887564999999995]]], [[[-77.0640538119873, 38.89015863343851], [-77.060965, 38.889298], [-77.058494, 38.886246], [-77.04659699999999, 38.876154], [-77.049474, 38.874922999999995], [-77.0540414163569, 38.87903714126389], [-77.0571268260145, 38.880047969257895], [-77.05825399999999, 38.880069], [-77.0640538119873, 38.89015863343851]]]]}, 'properties': {'ZCTA5CE10': '20024', 'AFFGEOID10': '8600000US20024', 'GEOID10': '20024', 'ALAND10': 6767066, 'AWATER10': 2007554}}",8.940335999976977,1268.6324093444819,0.20344233448200014,0.24926238174581647,#003fe0
20032,"Washington, DC ",District Of Columbia ,35047.0,30806,"{'type': 'Feature', 'geometry': {'type': 'MultiPolygon', 'coordinates': [[[[-77.019111, 38.850176999999995], [-77.01897199999999, 38.850432], [-77.015264, 38.855909000000004], [-77.010725, 38.858044], [-77.010035, 38.855505], [-77.013572, 38.851006], [-77.009012, 38.849941], [-77.008144, 38.847954], [-77.008657, 38.850136], [-77.003446, 38.860689], [-77.002659, 38.860295], [-77.004234, 38.853204], [-77.003242, 38.851516], [-76.998564, 38.852258], [-76.99607499999999, 38.856066999999996], [-76.985047, 38.848963999999995], [-76.98923099999999, 38.844564999999996], [-76.980549, 38.847587], [-76.981332, 38.8466], [-76.97890699999999, 38.842191], [-76.9728438537977, 38.8431497825041], [-76.9781633971698, 38.8388819421955], [-77.0223586161838, 38.804865879572], [-77.022797, 38.809463], [-77.025781, 38.810621], [-77.02705, 38.814175], [-77.028812, 38.815332], [-77.02620700000001, 38.829914], [-77.023566, 38.834305], [-77.023071, 38.840405], [-77.019111, 38.850176999999995]]], [[[-77.03097799999999, 38.811195999999995], [-77.029764, 38.808513], [-77.03128699999999, 38.808364], [-77.03097799999999, 38.811195999999995]]]]}, 'properties': {'ZCTA5CE10': '20032', 'AFFGEOID10': '8600000US20032', 'GEOID10': '20032', 'ALAND10': 13610561, 'AWATER10': 195978}}",13.847690969069712,2224.6308116500054,0.5602133587506415,0.024245913345769973,#0006fc
