,lat,lng,name,vicinity,placeid
58,38.9006227,-76.9782924,"Lisa Ross, CNM","801 17th Street Northeast, Washington",ChIJ8bDRM2i4t4kRJn9izHJ6ei4
59,38.8993513,-76.97999399999999,Heart Masters,"1647 Benning Road Northeast # 103, Washington",ChIJx8WFckK4t4kRz8PhDKk5y9M
60,38.899224,-76.9798646,"Dr. Ieon L. Dawson, MD","1647 Benning Road Northeast # 103, Washington",ChIJx8WFckK4t4kR0Qzp-R82Yg4
61,38.9065802,-76.9923663,"Dr. Gerald I. Bell, MD","800 Florida Avenue Northeast, Washington",ChIJPQ2WWhG4t4kRvmujE0iKzMQ
62,38.9006259,-76.978268,"Susan P. Gardella, CRNP","801 17th Street Northeast, Washington",ChIJ8bDRM2i4t4kRWmNlvJSeL6U
63,38.9065802,-76.9923663,"Elizabeth H. Marcinkus, AUD","800 Florida Avenue Northeast, Washington",ChIJVWGL9xO4t4kR9-Kuw3LQMcI
64,38.9074373,-76.99258449999999,Gallaudet Hearing and Speech Center,"SLCC), Gallaudet University, Sorenson Language and Communication Center, Florida Avenue Northeast, Washington",ChIJuxQy5BO4t4kRbdq7QXlxNx4
65,38.90980549999999,-76.99098049999999,Student Health Center,Washington,ChIJede2RBK4t4kRoa4_gx0iOEE
66,38.9025388,-76.98221769999999,"Clark Jr, Dr. Charles","910 Bladensburg Road Northeast, Washington",ChIJ6-YHLWq4t4kRQgux7Sf8FOM
67,38.8993513,-76.97999399999999,Butler Gregory A MD,"1647 Benning Road Northeast # 205, Washington",ChIJx8WFckK4t4kR0WhtlbXliFU
68,38.899228,-76.9798921,All Heart Medical Center,"1647 Benning Road Northeast # 201, Washington",ChIJx8WFckK4t4kRLGVmsnGT640
69,38.8989567,-76.975306,Crawford & Associates DDS,"1922 Benning Road Northeast, Washington",ChIJgyAjUl24t4kRGPYMY7mH6Uk
70,38.89936079999999,-76.9799924,Metro Medical Clinic,"1647 Benning Road Northeast # 202, Washington",ChIJx8WFckK4t4kRK7Z9jfXZVK4
71,38.8993513,-76.97999399999999,"Dr. Jose A. Francia, MD","1647 Benning Road Northeast, Washington",ChIJx8WFckK4t4kR8GRIWAimMT8
72,38.89922490000001,-76.9798776,"Ismail Kalokoh, MD","1647 Benning Road Northeast #304, Washington",ChIJx8WFckK4t4kRoyejpFSblW4
73,38.8993513,-76.97999399999999,"Dr. Norman W. Allen, MD","1647 Benning Road Northeast #201, Washington",ChIJx8WFckK4t4kRfMWfEqJleVc
74,38.8988434,-76.9773012,"Dr. Godswill O. Okoji, MD","1809 Benning Road Northeast, Washington",ChIJ8R3Ql0K4t4kRe-v6f3nsLWo
75,38.9065802,-76.9923663,"Cynthia C. Conley, PHD","800 Florida Avenue Northeast, Washington",ChIJPQ2WWhG4t4kROULkc4aCjVg
76,38.9049191,-76.9948374,"Chantrawan Chittasingh, NURSE","800 Florida Avenue Northeast, Washington",ChIJPQ2WWhG4t4kREr6DqziTKaw
77,38.899228,-76.9798921,Asthma & Allergy Center,"1647 Benning Road Northeast, Washington",ChIJx8WFckK4t4kRXLYbfN_JTD8
78,38.9049191,-76.9948374,"Amanda D. Connelly, AUD","800 Florida Avenue Northeast, Washington",ChIJkav47Ra4t4kR2aei30EvUtA
79,38.9054215,-76.98384899999999,"Heather D. Stowe, MSW",Washington,ChIJ18BShmu4t4kRpaWaRTFoxMY
80,38.88570109999999,-76.997652,NovaCare Rehabilitation,"600 Pennsylvania Avenue Southeast Suite 202, Washington",ChIJuWniEzK4t4kRj_rNDPwhbxs
81,38.88515769999999,-76.99650749999999,"Dr. Shyrl I. Sistrunk, MD","660 Pennsylvania Avenue Southeast #100, Washington",ChIJdYdXbD-2t4kR2C0HjSH0RPk
82,38.8853816,-76.9969706,Chevalier Denise A MD,"650 Pennsylvania Avenue Southeast, Washington",ChIJX5BrOTK4t4kRM5iE0sB0KNM
83,38.8851576,-76.99650729999999,Basch Peter MD,"660 Pennsylvania Avenue Southeast #100, Washington",ChIJs4X-NTK4t4kRkFfeAxtDvBs
84,38.8851474,-76.9963625,Medstar Health Physicians: Waterman Daniel H MD,"660 Pennsylvania Avenue Southeast # 100, Washington",ChIJs4X-NTK4t4kRiAozJ4n-hQE
85,38.875047,-76.989356,Unity Health Care Inc: Stockham Chad E MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kR2PhHJwAHffs
86,38.875047,-76.989356,Unity Health Care Inc: Oswald Mark A MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRxOHIlGIUm_8
87,38.875047,-76.989356,Unity Health Care Inc: Menon Anju MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRdFIiFn1K34U
88,38.875047,-76.989356,Levin Ilse R DO,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRY0tf1EnyU6Y
89,38.875047,-76.989356,Unity Health Care Inc: Johnson Thomas M MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRKxU9ilA3bHk
90,38.875047,-76.989356,Unity Health Care Inc: Klein Melissa D MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRKjiZ6GFzzH4
91,38.8853816,-76.9969706,Eye Center On Capitol Hill,"650 Pennsylvania Avenue Southeast, Washington",ChIJX5BrOTK4t4kRNxlpop_hWXU
92,38.8851474,-76.9963625,Washington Primary Care Physicians,"660 Pennsylvania Avenue Southeast #10, Washington",ChIJs4X-NTK4t4kRpvBHeX8deoE
93,38.8852028,-76.9964371,"Dr. Melis Sener, MD","660 Pennsylvania Avenue Southeast, Washington",ChIJs4X-NTK4t4kRdWnJi3RGgnw
94,38.885379,-76.9969321,"Eric Emanuel, MD (Mid Atlantic Urology Associates)","650 Pennsylvania Avenue Southeast, Washington",ChIJX5BrOTK4t4kRbqLYQDlr3kY
95,38.87700299999999,-76.99557399999999,Psi Services Inc,"770 M Street Southeast, Washington",ChIJ_fRVJcy5t4kRqrS-GOGkIKc
96,38.8781287,-76.9809301,Brooks Rodney W MD,"660 Pennsylvania Avenue Southeast # 100, Washington",ChIJs4X-NTK4t4kRaaQuv0jUnGg
97,38.8857053,-76.9976274,Capitol Hill Orthopedics,"600 Pennsylvania Avenue Southeast #202, Washington",ChIJuWniEzK4t4kRRTfYwfP3dp4
98,38.8853502,-76.9969765,LifeTree Health,"650 Pennsylvania Avenue Southeast #220, Washington",ChIJSRIgOTK4t4kRqidwpB7e4PQ
99,38.8852028,-76.9964371,"Dr. Julene O. Jarrett, MD","660 Pennsylvania Avenue Southeast, Washington",ChIJs4X-NTK4t4kRhjM4X4M7uIY
100,38.88570109999999,-76.997652,"Gilbert R. Nelmes, PA",Washington,ChIJuWniEzK4t4kRWbHv0PAHCPA
101,38.87529930000001,-76.9897776,"Tynisha Holmes, RDH","1220 12th Street Southeast, Washington",ChIJ75XQiMm5t4kRBb9jha5GSTE
102,38.87529930000001,-76.9897776,"Amy B. Shockley, NP","1220 12th Street Southeast, Washington",ChIJ75XQiMm5t4kRulxBygzoOb8
103,38.87529930000001,-76.9897776,"Robin Blendell, CNM","1220 12th Street Southeast, Washington",ChIJ75XQiMm5t4kRA24RU6ohz3U
104,38.87529930000001,-76.9897776,"Dr. Madhu L. Henry, MD","1220 12th Street Southeast, Washington",ChIJ75XQiMm5t4kRZlHAsEjaavY
105,38.875047,-76.989356,"Dr. Kahlil A. Johnson, MD","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kRg3VFfcIIKc8
106,38.875047,-76.989356,"Stephanie D. Powell, RDH","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kRIoMHQxRAqww
107,38.875047,-76.989356,Isbell Bergina B MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRc9VXRGXlulo
108,38.875047,-76.989356,"Dr. Seble G. Kassaye, MD","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kR7F91t-BljF4
109,38.875047,-76.989356,"Sharon E. Winget, MSW","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kRkSkuAlqHxR4
110,38.875047,-76.989356,"Sherennah W. Herring, CNM","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kR614V9J10nKw
111,38.875047,-76.989356,Copeland Chanda L,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kR0rZAWvixkz8
112,38.875047,-76.989356,Lundebye Johan M MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRR4MO093H38A
113,38.875047,-76.989356,Vsd: Castro Yvette C MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRz0pjwKWa7_w
114,38.875047,-76.989356,Udenwa Adaobi U MD,"1220 12th Street Southeast # 120, Washington",ChIJ75XQiMm5t4kRL1pUF2S6kKg
115,38.875047,-76.989356,"Nora Bammidi, MD","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kRkMZwsYoeltE
116,38.875047,-76.989356,"Natesha A. Vaillancourt, ARNP","1220 12th Street Southeast #120, Washington",ChIJ75XQiMm5t4kRElg70BvTg2A
117,38.885379,-76.9969321,Butrus Salim I MD,"650 Pennsylvania Avenue Southeast, Washington",ChIJX5BrOTK4t4kRh3PcNI8GGWI
118,38.8853579,-76.9969629,Ratner Robert MD,"650 Pennsylvania Avenue Southeast, Washington",ChIJow9pRzK4t4kRokWrTNMf__4
119,38.8852028,-76.9964371,"Dr. Sos A. Mboijana, MD","660 Pennsylvania Avenue Southeast, Washington",ChIJs4X-NTK4t4kRHNl6Xs3czU0
120,38.8979732,-77.0284837,"Dr. Douglas F. Greer, MD","1200 G Street Northwest, Washington",ChIJAUaF2Za3t4kRzZvBI-LZ3JE
121,38.8986993,-77.0264925,One Medical,"1001 G Street Northwest Suite 200, Washington",ChIJR9pqP5G3t4kR6e0Bo-Mw_u4
122,38.8954779,-77.02380110000001,Whitaker Mark D,"401 9th Street Northwest #900, Washington",ChIJEZrzbpC3t4kRHeZrlTNBZ6s
123,38.8947217,-77.0301381,"Dr. Robert E. Ferris, DO","1300 Pennsylvania Avenue Northwest, Washington",ChIJ7Vv70Zm3t4kRcDFOZ3stHEY
124,38.8984871,-77.02657649999999,Winiarski Steven S DO,"1001 G Street Northwest, Washington",ChIJR9pqP5G3t4kRn1ceudPrrJ0
125,38.9021435,-77.0329388,Visual Eyes,"1424 K Street Northwest, Washington",ChIJYe0LjJW3t4kR4pXwY7neYyk
126,38.8969773,-77.0254108,"Dr. Paul T. Antony, MD","950 F Street Northwest, Washington",ChIJ2zZc-5C3t4kRED0-zrIJhJE
127,38.9022276,-77.0331929,Digestive Center For Wellness,"1430 K Street Northwest Suite #102, Washington",ChIJe6xjZJrJt4kR3gC4K7wDwMQ
128,38.8966929,-77.0276442,David S. King,"555 12th Street Northwest, Washington",ChIJublWMZe3t4kR2qjaTRD-C0o
129,38.8945063,-77.0227374,"Dr. Terry Chang, MD","701 Pennsylvania Avenue Northwest, Washington",ChIJdUZLr5q3t4kRaG45zt4sYQo
130,38.8943972,-77.0226377,"Maureen J. Kimmeth, OD","701 Pennsylvania Avenue Northwest, Washington",ChIJdUZLr5q3t4kR41vmJW9wiJU
131,38.89450079999999,-77.0227195,"Kathleen M. Brennan, CPNP","701 Pennsylvania Avenue Northwest, Washington",ChIJ6anamJq3t4kRm-IVC54f7zk
132,38.8967775,-77.01931189999999,"Dr. Harvey V. Fineberg, MD","500 5th Street Northwest, Washington",ChIJKeb5VI63t4kRetaW--NXJ9c
133,38.90224539999999,-77.0331604,Washington Institute of Dermatologic Laser Surgery,"1430 K Street Northwest Suite 200, Washington",ChIJMS2ciZW3t4kR-J-9eD4RiAc
134,38.8987,-77.0264876,Lee Thomas H MD,"1001 G Street Northwest, Washington",ChIJR9pqP5G3t4kRflDs0XkiqbM
135,38.8951311,-77.0313808,"Christine M. Winchester, MSW","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kR01ovkcx_pJs
136,38.9002112,-77.0284697,"Dr. Mazer R. Ally, MD","1200 New York Avenue Northwest, Washington",ChIJGRXOp5a3t4kR44FT8jbfRE0
137,38.8951311,-77.0313808,"Sabine N. Herisse, MS","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kRtZ9hY0iggDU
138,38.8951311,-77.0313808,"Debra K. Rager, LICSW","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kRx0YefOr3sG4
139,38.8951311,-77.0313808,"Adrienne L. Biel, LGSW","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kRlCgYKaikwLg
140,38.8951311,-77.0313808,"Laura E. Gilmour, LGSW","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kR2q2laP4hKmk
141,38.8985648,-77.0308328,Dr. Robert Keisling MD - Psychiatrist,"1325 G Street Northwest #500, Washington",ChIJZ8driR_It4kRFATh3yUPXEw
142,38.8979638,-77.0284697,Trosper Trygve B,"1200 G Street Northwest, Washington",ChIJAUaF2Za3t4kRqSka1lkm264
143,38.8979638,-77.0284697,"Mary T. Arcari, LICSW","1206 G Street Northwest, Washington",ChIJAUaF2Za3t4kRYHSMZ3v_0Qw
144,38.8987364,-77.03276699999999,Skadden Arps Slate Meagher & Flom,"1440 New York Avenue Northwest # 600, Washington",ChIJc3ybKJa3t4kRT-oQjfrSKqg
145,38.8979638,-77.0284697,"Lamar B. Henderson, MSW","1206 G Street Northwest, Washington",ChIJAUaF2Za3t4kRatIVADN7SIo
146,38.8951311,-77.0313808,"Andrea S. Driggs, LGSW","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kRrRJHjjLjboE
147,38.8951311,-77.0313808,"Peter R. Boccardi, LICSW","1350 Pennsylvania Avenue Northwest, Washington",ChIJOSKGJpi3t4kRZ-xUAZR3qCo
148,38.8975543,-77.02509990000001,idoc Optical,"923 F Street Northwest, Washington",ChIJl45-AZG3t4kRmV_vDJxTPFU
149,38.89972069999999,-77.03445239999999,American Society of Nephrology,"1510 H Street Northwest Suite 800, Washington",ChIJQ2vy7r23t4kRkB50obQZ8aA
150,38.89876789999999,-77.02990919999999,"Eric J. Conley, OD","700 13th Street Northwest, Washington",ChIJtVkF8Za3t4kRKyGn8oWw3fc
151,38.89876789999999,-77.02990919999999,"Ihuoma C. Emuchay, OD","700 13th Street Northwest, Washington",ChIJtVkF8Za3t4kR9BP3a6_Y6gE
152,38.898026,-77.027763,"Angela Pittman, MSW","1101 F Street Northwest, Washington",ChIJf3K51Ja3t4kRo3Bc2IK-Ncw
153,38.897895,-77.02771899999999,"Cecily A. Dorough, LICSW","1120 G Street Northwest, Washington",ChIJf3K51Ja3t4kReWOcaqoeqog
154,38.9011033,-77.0327049,"Paul Glodzik, DC","1444 I Street Northwest, Washington",ChIJmUtKuirIt4kRGtlFSjt2KI4
155,38.899649,-77.027214,Boston Medical Group,"1100 H Street Northwest #650, Washington",ChIJf8As6rm3t4kRuYBP-mt0pQg
156,38.897895,-77.02771899999999,"Helene W. King, PhD","1120 G Street Northwest, Washington",ChIJf3K51Ja3t4kRdoS4nP_7N98
157,38.90323309999999,-77.0324329,ADHD Clinic,"8206 LEESBURG PIKE SUITE 201, Vienna",ChIJJT16aoW3t4kR5uKR7PWDwf0
158,38.9008451,-77.0351721,"Dr. Michael J. Kussman, MD","810 Vermont Avenue Northwest, Washington",ChIJOdUA3r23t4kRy_3Z3BltJPs
159,38.9009837,-77.0370107,National Physicians Alliance,"888 16th Street Northwest #800, Washington",ChIJwTdLKby3t4kRck998T9mhpM
160,38.902893,-77.03916699999999,The Washington Travel Clinic,"1001 Connecticut Avenue Northwest #210, Washington",ChIJjwJrgLa3t4kRDXrULRC2nbo
161,38.90408600000001,-77.03057,Digisource,"1313 L Street Northwest, Washington",ChIJZU8EHpW3t4kRzkWSWOwdDrE
162,38.9010212,-77.0379229,Bergstrom Ida Marie MD,"815 Connecticut Avenue Northwest, Washington",ChIJ1RBfGry3t4kRHo61o5Dwr0Y
163,38.9016733,-77.0380988,Kimbrough William H MD,"1627 I Street Northwest #700, Washington",ChIJ_6Gxpr63t4kRUPuRn9Vye4M
164,38.905054,-77.04289299999999,Capital Oral & Facial Surgery Center,"1145 19th Street Northwest #777, Washington",ChIJK5vwSLi3t4kRwozhqPCSVxw
165,38.905041,-77.042864,"Dr. Ian Beiser, DPM","1145 19th Street Northwest suite 605, Washington",ChIJK5vwSLi3t4kRJ-YnRvGmcZE
166,38.90329439999999,-77.036551,Eye Doctors of Washington,"Lower Level 100, 1016 16th Street Northwest, Washington",ChIJbz64-b63t4kRo6qir9mpkAA
167,38.9050447,-77.04292509999999,"Jordan Heffez, MD (Retina Consultants PC)","1145 19th Street Northwest Suite 500, Washington",ChIJK5vwSLi3t4kRUUdV8IA1yXY
168,38.90497200000001,-77.0401428,The Robert Graham Center,"1133 Connecticut Avenue Northwest #1100, Washington",ChIJ90c5vse3t4kRDfUV2nuf3w0
169,38.9050447,-77.04292509999999,Reiter & Hill: Reiter Mark B MD,"1145 19th Street Northwest #410, Washington",ChIJK5vwSLi3t4kRkA-WtFiTMFg
170,38.9034439,-77.0407946,"Ken Rothbaum, M.D.","1050 Connecticut Avenue Northwest, Washington",ChIJL91LFrm3t4kRIxW0hHQVBmA
171,38.90286919999999,-77.037826,"Sylvia Pauling, LPC","1629 K Street Northwest #300, Washington",ChIJvbhTwL63t4kRIB8s3AW09iQ
172,38.90286919999999,-77.037826,"Dawn J Armstrong, Lpc","1629 K Street Northwest, Washington",ChIJvbhTwL63t4kRyBWAEJ5Ni34
173,38.90288940000001,-77.0377676,"Veronica Powell, PhD, LPC, CCTP, MAC, SAP","1629 K Street Northwest #300, Washington",ChIJvbhTwL63t4kRFNXDql0eI5E
174,38.9016733,-77.0380988,Harrison Emily P MD,"1627 I Street Northwest #700, Washington",ChIJ_6Gxpr63t4kRKfd-BlZ6XIQ
175,38.90406969999999,-77.0369039,"Brandy Sims, CRNP","1108 16th Street Northwest, Washington",ChIJY-TvA7-3t4kRSIiKlECPQtg
176,38.90406969999999,-77.0369039,"Laurinda Cameron, LCSW",Washington,ChIJY-TvA7-3t4kRNp6YIjrrh7s
177,38.90406969999999,-77.0369039,"Elizabeth Parkinson-Wyner, CRNP","1108 16th Street Northwest, Washington",ChIJY-TvA7-3t4kR7HgrPhJTREI
