,lat,lng,name,vicinity,placeid,zip
98,38.9994706,-77.1052352,NIH national dental and cranialfacial research building 30,"South Drive, Bethesda",ChIJNyO4p-HLt4kRNusliUF1eVI,20894
99,39.00184350000001,-77.09425089999999,President Zone,"Wood Road, Bethesda",ChIJhSjTpVvJt4kRdpyyCE4QaUo,20814
100,39.0023167,-77.0937792,Bldg 2 - ITT Tickets & Travel,Bethesda,ChIJmY9yuTHJt4kRYs0_7kRyEyg,20814
101,39.0047116,-77.0927435,Comfort Hall,"Beale Road, Bethesda",ChIJh-ZSmVrJt4kRwFr4WjPGScI,20814
102,39.00004500000001,-77.094759,Water Reed,"4494 Palmer Road North, Bethesda",ChIJIWgx7SXJt4kRSQHlquwUoUY,20889
103,39.0007262,-77.09383249999999,Arrowhead Zone,"Palmer Road South, Bethesda",ChIJyW3kd1vJt4kRH4Is3K4mVFk,20814
104,39.00157929999999,-77.0928686,Liberty Zone,"R B Brown Drive, Bethesda",ChIJczurGlvJt4kRKMRi6h42Km8,20814
105,39.00039090000001,-77.09363739999999,WRNNMC- Hospital Dentistry,"8901 Rockville Pike, Washington",ChIJZ1kjeVvJt4kRR1tScekVo-g,20307
106,39.0007671,-77.0929883,WRNMMC Dialysis Clinic,Bethesda,ChIJjR5RblvJt4kR5-vPGSvdw5I,20814
107,38.99997999999999,-77.0935214,Eagle Zone,"Palmer Road South, Bethesda",ChIJFR78gVzJt4kR3ROjhDXT9W4,20814
108,39.0074852,-77.111908,Bethesda Spinal Health and Wellness.,"9211 Old Georgetown Road, Bethesda",ChIJBwDkzfrLt4kRSCGsCTACTI8,20814
109,38.9994255,-77.0928186,Mercy Hall,"Palmer Road South, Bethesda",ChIJ2aEtmlzJt4kR73c5hVhnEm0,20814
110,38.9977032,-77.0949141,Hospital Militar EU,"Unnamed Road, Bethesda",ChIJ_V6bTFzJt4kRWZzh_hZNUF4,20814
111,38.9174836,-77.0203695,Howard University Hospital,"2041 Georgia Avenue Northwest, Washington",ChIJJ6Ro_YnIt4kR8PGm7QmLLNQ,20059
112,38.9003854,-77.018258,Zen Hospitality,"450 Massachusetts Avenue Northwest, Washington",ChIJPWxuSIy3t4kRtLDyn3xtBCU,20001
113,38.900632,-77.006959,DaVita Union Plaza Dialysis Center,"810 First Street Northeast Ste 100, Washington",ChIJPz79qCG4t4kRVxrJcbSmC4g,20002
114,38.918806,-77.021577,Student Health Center @ Howard University,"2139 Georgia Avenue Northwest #201, Washington",ChIJ442QSvu3t4kRaZhgxnaQ01Q,20059
115,38.90533000000001,-77.012867,Perry Family Health Center,"128 M Street Northwest, Washington",ChIJIR2-4vS3t4kRe_4jXDTII-Y,20001
116,38.89446660000001,-77.02349,Fresenius Medical Care,"801 Pennsylvania Avenue Northwest #255, Washington",ChIJURiPvZq3t4kRrlUINtMRHY4,20004
117,38.898431,-77.0104605,American College Of Physicians,"25 Massachusetts Avenue Northwest # 700, Washington",ChIJnXMP_4m3t4kRNphCgdT31R8,20001
118,38.90746000000001,-77.0205575,New Endeavors By Women,"611 N Street Northwest, Washington",ChIJt-xqZ_K3t4kREeBX9AGED50,20001
119,38.9189687,-77.0201763,Howard University Hospital,"520 W Street Northwest, Washington",ChIJwx3Ubvu3t4kRFBxZHa7EYos,20059
120,38.9174916,-77.0200653,Howard University Hospital | Medicine,"2041 Georgia Avenue Northwest #5, Washington",ChIJg6ctHPu3t4kRkqo35sq7Y6Q,20060
121,38.9175229,-77.01998870000001,Howard University Hospital | Surgery,"2041 Georgia Avenue Northwest #4000, Washington",ChIJg6ctHPu3t4kR8FXim5sMLac,20060
122,38.90630520000001,-77.0002943,Planned Parenthood - Carol Whitehill Moses Center,"1225 4th Street Northeast, Washington",ChIJ-730CIj1qYkRkdbr6vOZ_xI,20002
123,38.8991941,-77.00368139999999,Kaiser Permanente Capitol Hill Medical Center,"700 2nd Street Northeast, Washington",ChIJARoQ0CO4t4kRwSXC_CGx_II,20002
124,38.8938413,-77.0203724,Matria Womens & Childrens Health,"601 Pennsylvania Avenue Northwest, Washington",ChIJJT16aoW3t4kRZrgnrHyLtF4,20004
125,38.8927259,-77.0131597,Triwest Healthcare Alliance,"101 Constitution Avenue Northwest, Washington",ChIJL0wn0oe3t4kRXOM6fQbYIC4,20001
126,38.9083047,-77.0094282,Captial City Care,"capital city care washing, Washington",ChIJ1R27CR64t4kRYA610CMa4w0,20001
127,38.9175305,-77.02044169999999,Howard University Health Sciences,"2041 Georgia Avenue Northwest, Washington",ChIJazF_H_u3t4kRaWF3wmFFOqE,20060
128,38.9177589,-77.019421,Howard University Hospital | Pediatrics and Child Health,"Towers Building, 2041 Georgia Avenue Northwest #3300, Washington",ChIJa7TRBfu3t4kRIfz5HvL4tjQ,20060
129,38.9066821,-77.00627399999999,sibley memorial hospital,"5255 Loughboro Road Northwest, Washington",ChIJyVi2lQe5t4kRgZV5ZRn0w14,20016
130,38.8991227,-77.0081512,New Alibi,"10 G Street Northwest, Washington",ChIJI2nf3CC4t4kRA_-FquDgxVo,20001
131,38.89693500000001,-77.01339209999999,Georgetown University Student Health Center-- Law Campus,"Gewirz Student Center, 120 F Street, NW, Lower Level Suite LL102, Washington",ChIJZTm4R8-3t4kRq6jlCbc3R_c,20001
132,38.9159827,-77.0343947,George Town Hositpal,Washington,ChIJkwSr8Zy3t4kRYgfy0Ca_lEM,20009
133,38.8969294,-77.0099516,Powered For Patients,"20 F Street Northwest, Washington",ChIJq6paZye4t4kRlF2PoHjo_ZI,20001
134,38.8995402,-77.0039961,DC Kaiser hospitol,Washington,ChIJ7REBBny5t4kRdCq5gihwXZc,20002
135,38.8928299,-77.0231337,bridge point healthcare,"700 Constitution Avenue Northwest, Washington",ChIJm-exw5q3t4kRvqovxOQDZK8,20004
136,38.8867454,-77.010115,Representative Al Green,"2201 Rayburn Hob, Washington",ChIJcXgIzyu4t4kRJaTKoYfucmg,20515
137,38.89324860000001,-77.0294407,Kan Nari,"1200 Pennsylvania Avenue Northwest, Washington",ChIJv9tgo5m3t4kRKMBQxP3wBvg,20044
138,38.9192651,-77.04903829999999,washington cancer treatment center,"Belmont Road Northwest, Washington",ChIJT6-FwNG3t4kR5orU7_w6BSA,20008
139,38.9226114,-77.04329969999999,MedStar Medical Group at Adams Morgan,"1805 Columbia Road Northwest Suite A, Washington",ChIJH1JXPky3t4kR5XMONT7UWus,20009
140,38.9156417,-77.0454274,ZANO,"1875 Connecticut Avenue Northwest 10th Floor, Washington",ChIJAQCQhc-3t4kRpPwl_oeq6aA,20009
141,38.939193,-77.02542369999999,Mary's Center,"3912 Georgia Avenue Northwest, Washington",ChIJf9Rg8tu3t4kRprTbSxlXNmM,20011
142,38.9431184,-77.02599819999999,Mary's center,"4302 Georgia Avenue Northwest, Washington",ChIJL7L0_SHJt4kRtnDVw9lXe2k,20011
143,38.94554540000001,-77.032403,Ethio American Health Center,"4515 14th Street Northwest, Washington",ChIJnZZ9aBXIt4kRDYOLxNm4438,20011
144,38.9440494,-76.9921327,Providence Hospital,"1150 Varnum Street Northeast, Washington",ChIJHQTYhMHHt4kR0B-5oDcsi0I,20017
145,38.944346,-76.9916106,Gerald Family Care Pc,"1160 Varnum Street Northeast # 117, Washington",ChIJp5ZX78HHt4kRk5-fa8OurEM,20017
146,38.9282921,-76.97949559999999,DaVita International Dialysis,"1730 Hamlin Street Northeast, Washington",ChIJjQ29kgq4t4kRufIFJIviAVo,20018
147,38.9260826,-76.9836739,V-A CRRC,"1500 Franklin Street Northeast, Washington",ChIJh6tFiIvHt4kRzrYGbIp6NkQ,20018
148,38.9437649,-76.9918509,Washington Nephrology Associates,"1140 Varnum Street Northeast #110, Washington",ChIJG23ilMHHt4kRdYfDfbhf5zI,20017
149,38.9441132,-76.9917827,Center for Vein Restoration,"1160 Varnum Street Northeast #212, Washington",ChIJX6i9osHHt4kR_u-S-aupFR8,20017
150,38.941347,-76.9811919,THe HSC Pediatric Center,"1731 Bunker Hill Road Northeast, Washington",ChIJe-co-b3Ht4kR3yA0CHn97j4,20017
151,38.9296217,-77.0045377,Outpatient Behavioral Health Services at MedStar Washington Hospital Center,"F2 Trinity Square, 216 Michigan Avenue Northeast, Washington",ChIJWwxn9PvHt4kRpfYwhuhVjZ0,20017
152,38.944,-76.973,DaVita Mt. Rainier Dialysis,"2303 Varnum Street, Mount Rainier",ChIJHSv_oaPHt4kR2okwERmoaYg,20712
153,38.936822,-76.99394,Petey Vet,"3748 10th Street Northeast, Washington",ChIJ-R-cuu7Ht4kRyth61vGL4T8,20017
154,38.9355633,-76.9948352,Brookland garage,"818 Michigan Avenue Northeast, Washington",ChIJdYw-8u7Ht4kRmXTBasVgSm4,20017
155,38.9437649,-76.9918509,Hofmann Mikel A MD,"1140 Varnum Street Northeast #201, Washington",ChIJPVLtnv7Ht4kRduEihwqjx-I,20017
156,38.9437638,-76.99157310000001,Trabajo de Darling,"1150 Varnum Street Northeast, Washington",ChIJMxS2v8HHt4kRnnetfyty6wE,20017
157,38.9438889,-76.9902778,Providence Hospital Ambulance Er,"4401-4441 12th Street Northeast, Washington",ChIJyTg4s8HHt4kRATcdEjBOBho,20017
158,38.944405,-76.9915608,"Union Multi-Care Medical Center, Inc","1160 Varnum Street Northeast #104, Washington",ChIJsZ6losHHt4kRKvga1al6QW4,20017
159,38.9462762,-76.9919926,Providence Health System Psychiatry,"1053 Buchanan Street Northeast, Washington",ChIJ2QWJYevHt4kR5HDQgR5X7aU,20017
160,38.93813109999999,-76.9724289,Shakirat ENIFENI,"2311 Randolph Street Northeast, Washington",ChIJWUpX-pjHt4kR3cM85CO4-ok,20018
161,38.893015,-77.0726217,Partnership Supply Chain Mgt,"1616 Fort Myer Drive, Arlington",ChIJ5f2wPFm2t4kRaB-pREJFpIw,22209
162,38.894024,-77.07715700000001,Mind Peace Clinic,"1600 Wilson Boulevard Suite 320a, Arlington",ChIJGQX8XF62t4kRdyBC4TtfNVE,22209
163,38.9974266,-77.1104762,Johns Hopkins Medicine,"8600 Old Georgetown Road, Bethesda",ChIJ7W1NZefLt4kRtwYEFJM4-Kg,20814
164,38.99742699999999,-77.11047599999999,Johns Hopkins Community Physicians: NIH Heart Center @ Suburban Hospital,"8600 Old Georgetown Road, Bethesda",ChIJ7W1NZefLt4kR-Y2s3_VfKMs,20814
165,38.9972893,-77.1098803,Suburban Hospital,"8600 Old Georgetown Road, Bethesda",ChIJQV-qe-fLt4kRH8dxfFKdV1Q,20814
166,38.9974266,-77.1104762,NIH Heart Center,"8600 Old Georgetown Road, Bethesda",ChIJvXUMcOfLt4kR62PBdxGP62k,20817
167,38.9974266,-77.1104762,Suburban Hospital,"8600 Old Georgetown Road, Bethesda",ChIJQV-qe-fLt4kRXkcKrXBgyxY,20814
168,38.9974266,-77.1104762,Suburban Hospital: Intensive Care Unit,"8600 Old Georgetown Road, Bethesda",ChIJQV-qe-fLt4kRooeCXecOUqI,20817
169,38.9969688,-77.1104029,Cardiac Rehab Center,"8600 Old Georgetown Road, Bethesda",ChIJCdPMfOfLt4kR00ExnpxPPu0,20814
170,38.8890755,-77.1274832,Virginia Hospital Center,"1701 North George Mason Drive, Arlington",ChIJubxMvkm0t4kRyXDEVPHaNaU,22205
171,38.8609619,-77.1261679,Virginia Hospital Center Urgent Care,"601 South Carlin Springs Road, Arlington",ChIJqeOVRHO0t4kRsLRWXw4Vft4,22204
172,38.88277349999999,-77.10639599999999,HealthQare Associates,"3833 Fairfax Drive Suite 400, Arlington",ChIJXYSQPCa0t4kRGAkizg8TbcA,22203
173,38.8890557,-77.1281779,"Northern Virginia Neurologic Associates, LTD","1635 North George Mason Drive #420, Arlington",ChIJARn_pkm0t4kR6rdssyz1DRw,22205
174,38.88391970000001,-77.0995555,Mid Atlantic Urgent Care,"3301 Wilson Boulevard, Arlington",ChIJNf6QH4O2t4kRE-hbDe_F2ds,22201
175,38.8601995,-77.1263838,Arlington Podiatry Center,"611 South Carlin Springs Road # 512, Arlington",ChIJ7aAqn3S0t4kRRtf6A5eCFE0,22204
176,38.8604107,-77.1269995,Arlington Pediatric Center,"601 South Carlin Springs Road, Arlington",ChIJqeOVRHO0t4kRG3amciTcdBo,22204
177,38.8787048,-77.108694,Advanced RSRCTCHNL,"675 North Randolph Street, Arlington",ChIJzXFKCSS0t4kRzZfSl4mDbsQ,22203
178,38.88305829999999,-77.115557,Inova Medical Group Sports Medicine,"1005 North Glebe Road #410, Arlington",ChIJ7T3V6jq0t4kRbCmhhVZTNGA,22201
179,38.8830868,-77.1156093,Key,"1005 North Glebe Road, Arlington",ChIJ7T3V6jq0t4kRsyEcjaP2oCM,22201
180,38.88773690000001,-77.1280639,Virginia Hospital Center : Executive Health,"1635 North George Mason Drive #130, Arlington",ChIJsR-fVki0t4kRtSpTNncoFps,22205
